number	value fitness deviation


 5476,	80076.223,49492.351,7746.028


 5477,	80076.223,47285.051,8428.641


 5478,	80076.223,45571.339,8761.924


 5479,	80076.223,44615.020,7706.911


 5480,	80076.223,45724.650,8552.565


 5481,	80076.223,45212.440,9137.455


 5482,	80076.223,42907.877,8222.100


 5483,	80076.223,40215.579,9162.663


 5484,	80076.223,38471.407,7294.049


 5485,	80076.223,40029.110,7327.638


 5486,	80076.223,41272.941,7620.397


 5487,	80076.223,40980.307,7573.402


 5488,	80076.223,38894.821,7496.318


 5489,	80076.223,39927.800,8478.385


 5490,	80076.223,39945.660,8233.926


 5491,	80076.223,40614.983,8698.080


 5492,	80076.223,40078.683,8151.672


 5493,	80076.223,40844.642,6580.162


 5494,	80076.223,39315.597,8777.956


 5495,	80076.223,40789.793,4794.212


 5496,	80076.223,39682.138,8225.066


 5497,	80076.223,42041.682,11979.610


 5498,	80076.223,45266.774,11782.354


 5499,	80076.223,45489.497,10835.433


 5500,	80076.223,45674.502,10287.883


 5501,	80076.223,43365.722,10168.654


 5502,	80076.223,43150.589,9901.607


 5503,	80076.223,41949.870,8362.485


 5504,	80076.223,42686.129,8783.517


 5505,	80076.223,43164.875,8886.746


 5506,	80076.223,41779.244,8721.827


 5507,	80076.223,42986.397,9708.235


 5508,	80076.223,44433.683,10057.250


 5509,	80076.223,44106.699,8176.256


 5510,	80076.223,41780.971,8840.048


 5511,	80076.223,41535.013,8890.508


 5512,	80076.223,41634.371,8557.900


 5513,	80076.223,42311.729,8118.840


 5514,	80076.223,43168.754,7381.576


 5515,	80076.223,43299.186,7556.894


 5516,	80076.223,44688.373,7474.636


 5517,	80076.223,42414.025,8022.058


 5518,	80076.223,43342.014,7911.462


 5519,	80076.223,44812.860,6720.734


 5520,	80076.223,43235.018,7011.175


 5521,	80076.223,44219.818,8971.849


 5522,	80076.223,43667.200,9774.769


 5523,	80076.223,43988.588,9549.174


 5524,	80076.223,44053.874,8309.795


 5525,	80076.223,45810.550,9435.306


 5526,	80076.223,46279.076,8242.965


 5527,	80076.223,46704.688,8281.475


 5528,	80076.223,45266.185,8133.120


 5529,	80076.223,45498.232,10104.966


 5530,	80076.223,45897.664,9233.039


 5531,	80076.223,44117.299,6815.835


 5532,	80076.223,40991.278,7239.875


 5533,	80076.223,41576.749,7081.693


 5534,	80076.223,42566.728,6652.050


 5535,	80076.223,42436.770,10872.083


 5536,	80076.223,42819.701,10097.202


 5537,	80076.223,42888.644,11167.041


 5538,	80076.223,43381.546,11352.913


 5539,	80076.223,44307.513,7991.735


 5540,	80076.223,42988.672,9464.891


 5541,	80076.223,42603.346,8982.508


 5542,	80076.223,42494.550,9151.851


 5543,	80076.223,40822.398,8618.354


 5544,	80076.223,39932.648,8632.993


 5545,	80076.223,41879.281,10300.391


 5546,	80076.223,43279.629,11343.862


 5547,	80076.223,44236.822,9795.034


 5548,	80076.223,46032.874,8224.725


 5549,	80076.223,42731.670,8613.616


 5550,	80076.223,42809.685,9110.695


 5551,	80076.223,42491.245,8703.762


 5552,	80076.223,41700.814,9278.994


 5553,	80076.223,38720.271,7525.565


 5554,	80076.223,38616.827,7226.024


 5555,	80076.223,37033.626,8485.380


 5556,	80076.223,37665.606,8884.049


 5557,	80076.223,40557.623,8990.928


 5558,	80076.223,42532.779,9389.203


 5559,	80076.223,44462.537,10299.002


 5560,	80076.223,44003.531,10820.996


 5561,	80076.223,43548.967,9379.768


 5562,	80076.223,44032.402,8742.748


 5563,	80076.223,43034.037,7173.488


 5564,	80076.223,40315.035,7622.522


 5565,	80076.223,40562.635,9155.692


 5566,	80076.223,40824.167,8792.901


 5567,	80076.223,41250.671,8715.573


 5568,	80076.223,39402.532,10858.086


 5569,	80076.223,41056.526,10445.516


 5570,	80076.223,39768.078,8458.899


 5571,	80076.223,38845.424,7773.889


 5572,	80076.223,39434.619,7414.854


 5573,	80076.223,40363.991,9010.211


 5574,	80076.223,44491.671,11477.362


 5575,	80076.223,44474.427,9559.575


 5576,	80076.223,42788.474,12595.570


 5577,	80076.223,41787.113,11491.368


 5578,	80076.223,43312.551,11453.945


 5579,	80076.223,43821.769,10831.082


 5580,	80076.223,46559.800,9772.456


 5581,	80076.223,51054.761,9713.111


 5582,	80076.223,51337.894,9146.534


 5583,	80076.223,49005.648,7673.359


 5584,	80076.223,47939.746,8477.556


 5585,	80076.223,49900.121,9011.446


 5586,	80076.223,50074.693,8564.856


 5587,	80076.223,50910.545,10081.108


 5588,	80076.223,50318.404,9390.486


 5589,	80076.223,48646.476,8291.023


 5590,	80076.223,48997.869,10466.271


 5591,	80076.223,50916.446,9490.228


 5592,	80076.223,49600.646,7731.344


 5593,	80076.223,47342.334,7084.837


 5594,	80076.223,46522.856,12729.932


 5595,	80076.223,48268.073,9972.972


 5596,	80076.223,48067.946,10021.299


 5597,	80076.223,48505.810,9440.463


 5598,	80076.223,50080.231,6608.708


 5599,	80076.223,49604.260,10106.490


 5600,	80076.223,49942.630,10127.003


 5601,	80076.223,48817.469,9606.527


 5602,	80076.223,44455.226,8771.183


 5603,	80076.223,41798.141,8871.836


 5604,	80076.223,41778.011,8878.864


 5605,	80076.223,43275.650,9869.477


 5606,	80076.223,45378.193,9633.014


 5607,	80076.223,45106.680,9554.794


 5608,	80076.223,48480.476,10716.732


 5609,	80076.223,47845.623,7299.979


 5610,	80076.223,48733.979,8049.519


 5611,	80076.223,50273.208,10664.716


 5612,	80076.223,49571.199,10350.353


 5613,	80076.223,51507.087,11576.757


 5614,	80076.223,51377.519,7857.736


 5615,	80076.223,50462.635,11452.031


 5616,	80076.223,50687.464,11694.942


 5617,	80076.223,47245.498,11051.647


 5618,	80076.223,46099.714,9068.050


 5619,	80076.223,45243.523,8767.654


 5620,	80076.223,45484.081,8967.366


 5621,	80076.223,46792.246,9683.164


 5622,	80076.223,44178.676,9809.973


 5623,	80076.223,42441.141,9282.073


 5624,	80076.223,44148.831,10187.488


 5625,	80076.223,45590.987,9673.282


 5626,	80076.223,47303.808,9020.461


 5627,	80076.223,45509.912,10056.027


 5628,	80076.223,44396.897,9755.018


 5629,	80076.223,46202.354,8288.770


 5630,	80076.223,43017.807,9815.472


 5631,	80076.223,40161.693,9167.832


 5632,	80076.223,43698.727,8859.933


 5633,	80076.223,45017.165,7756.210


 5634,	80076.223,43639.483,8550.346


 5635,	80076.223,44923.593,8952.863


 5636,	80076.223,45811.122,6641.044


 5637,	80076.223,45834.006,9456.358


 5638,	80076.223,45813.200,8372.448


 5639,	80076.223,47185.870,7617.245


 5640,	80076.223,45420.717,8592.514


 5641,	80076.223,45610.494,8194.391


 5642,	80076.223,43353.383,6807.401


 5643,	80076.223,41270.838,7029.660


 5644,	80076.223,41358.334,7530.668


 5645,	80076.223,39556.736,7426.347


 5646,	80076.223,38063.144,6376.622


 5647,	80076.223,37372.797,8509.234


 5648,	80076.223,36707.980,5644.484


 5649,	80076.223,36238.839,7811.159


 5650,	80076.223,37097.249,7993.665


 5651,	80076.223,39555.842,8204.198


 5652,	80076.223,44016.994,8434.774


 5653,	80076.223,42896.400,11322.155


 5654,	80076.223,45421.287,10736.917


 5655,	80076.223,43411.978,9834.017


 5656,	80076.223,44462.907,9913.729


 5657,	80076.223,43095.237,8255.991


 5658,	80076.223,43134.981,7532.021


 5659,	80076.223,41959.875,8094.951


 5660,	80076.223,40141.817,8693.487


 5661,	80076.223,40354.792,9859.274


 5662,	80076.223,43050.692,9369.908


 5663,	80076.223,46365.735,9865.313


 5664,	80076.223,43927.282,10453.618


 5665,	80076.223,45294.530,9549.887


 5666,	80076.223,43982.526,10285.871


 5667,	80076.223,44005.672,9440.868


 5668,	80076.223,44512.340,8882.606


 5669,	80076.223,43102.604,10438.668


 5670,	80076.223,46023.593,10471.763


 5671,	80076.223,48876.416,10544.964


 5672,	80076.223,49467.576,8575.326


 5673,	80076.223,47508.103,8811.863


 5674,	80076.223,46846.714,7882.868


 5675,	80076.223,45906.942,9069.775


 5676,	80076.223,45802.340,7698.375


 5677,	80076.223,45181.538,6847.521


 5678,	80076.223,46368.444,6978.276


 5679,	80076.223,46719.839,8227.891


 5680,	80076.223,45870.676,8698.080


 5681,	80076.223,44303.733,9490.636


 5682,	80076.223,44955.791,9947.807


 5683,	80076.223,43078.682,9698.574


 5684,	80076.223,41456.415,9975.639


 5685,	80076.223,44879.880,8294.032


 5686,	80076.223,43878.631,8773.937


 5687,	80076.223,41372.463,8501.238


 5688,	80076.223,40896.835,8167.590


 5689,	80076.223,40701.015,9256.250


 5690,	80076.223,40018.313,7758.539


 5691,	80076.223,41475.526,8406.440


 5692,	80076.223,43067.870,9355.426


 5693,	80076.223,42266.606,7863.121


 5694,	80076.223,43790.442,8924.506


 5695,	80076.223,43112.121,8713.524


 5696,	80076.223,44460.393,8665.435


 5697,	80076.223,44511.781,8268.966


 5698,	80076.223,43686.592,8313.000


 5699,	80076.223,43185.599,7534.892


 5700,	80076.223,44172.644,8308.677


 5701,	80076.223,45302.480,7583.307


 5702,	80076.223,45462.207,9112.395


 5703,	80076.223,45717.519,9017.900


 5704,	80076.223,44875.364,9196.209


 5705,	80076.223,44076.285,8213.035


 5706,	80076.223,42411.092,8344.377


 5707,	80076.223,44973.052,6601.991


 5708,	80076.223,45143.193,6975.399


 5709,	80076.223,44534.219,8622.764


 5710,	80076.223,44826.517,6990.452


 5711,	80076.223,43596.342,8776.844


 5712,	80076.223,43726.751,8280.549


 5713,	80076.223,44901.252,8619.973


 5714,	80076.223,45131.646,11274.864


 5715,	80076.223,41997.258,9904.175


 5716,	80076.223,41783.023,9264.431


 5717,	80076.223,44275.988,8703.654


 5718,	80076.223,44724.837,10210.754


 5719,	80076.223,43666.222,8279.505


 5720,	80076.223,45424.164,9233.167


 5721,	80076.223,43502.745,9913.178


 5722,	80076.223,43076.927,10344.376


 5723,	80076.223,44861.641,9649.779


 5724,	80076.223,44395.218,10206.286


 5725,	80076.223,43126.803,11397.441


 5726,	80076.223,43379.987,10250.770


 5727,	80076.223,43566.513,9423.542


 5728,	80076.223,41901.749,6633.847


 5729,	80076.223,42785.165,8740.226


 5730,	80076.223,40848.454,8208.191


 5731,	80076.223,40648.516,8290.757


 5732,	80076.223,41889.423,10532.576


 5733,	80076.223,44507.605,8290.355


 5734,	80076.223,44190.081,8730.906


 5735,	80076.223,43653.965,7486.137


 5736,	80076.223,44984.195,7814.641


 5737,	80076.223,42572.163,9495.772


 5738,	80076.223,42529.956,10023.481


 5739,	80076.223,45678.769,10963.931


 5740,	80076.223,45342.286,8475.012


 5741,	80076.223,45940.520,7451.545


 5742,	80076.223,44615.460,8435.393


 5743,	80076.223,45195.026,6528.439


 5744,	80076.223,44943.581,7367.081


 5745,	80076.223,43507.705,7509.068


 5746,	80076.223,41948.372,9044.099


 5747,	80076.223,41317.478,8362.645


 5748,	80076.223,42394.342,11007.953


 5749,	80076.223,45030.851,10621.125


 5750,	80076.223,45944.114,10258.191


 5751,	80076.223,45704.563,8897.991


 5752,	80076.223,46545.429,8344.206


 5753,	80076.223,46853.623,8252.803


 5754,	80076.223,46677.670,6189.075


 5755,	80076.223,45578.957,8405.863


 5756,	80076.223,43078.810,7311.981


 5757,	80076.223,44600.118,8412.454


 5758,	80076.223,44869.479,9533.755


 5759,	80076.223,46609.872,8960.603


 5760,	80076.223,43633.886,10668.320


 5761,	80076.223,42684.027,8312.389


 5762,	80076.223,41695.372,7821.711


 5763,	80076.223,44036.660,6556.049


 5764,	80076.223,41474.474,8146.660


 5765,	80076.223,42094.869,8867.176


 5766,	80076.223,40270.930,8695.973


 5767,	80076.223,40746.768,8271.305


 5768,	80076.223,40099.352,7094.945


 5769,	80076.223,40026.927,7245.728


 5770,	80076.223,39733.227,8408.811


 5771,	80076.223,40898.143,8314.547


 5772,	80076.223,41200.165,8748.093


 5773,	80076.223,42218.244,7190.283


 5774,	80076.223,41364.670,9117.235


 5775,	80076.223,42806.570,8909.019


 5776,	80076.223,41552.190,6045.326


 5777,	80076.223,42436.906,9471.277


 5778,	80076.223,43920.851,9977.313


 5779,	80076.223,47870.836,9400.494


 5780,	80076.223,48835.323,8303.146


 5781,	80076.223,48396.858,9995.444


 5782,	80076.223,45847.816,8340.723


 5783,	80076.223,44317.402,8639.936


 5784,	80076.223,43655.074,9022.280


 5785,	80076.223,44660.617,9054.053


 5786,	80076.223,45705.771,9742.643


 5787,	80076.223,47018.173,10154.730


 5788,	80076.223,43560.415,11013.981


 5789,	80076.223,44302.360,10151.568


 5790,	80076.223,39739.905,10641.145


 5791,	80076.223,40216.317,9245.115


 5792,	80076.223,40566.641,8271.969


 5793,	80076.223,42030.443,9249.929


 5794,	80076.223,44458.568,10253.212


 5795,	80076.223,45067.387,8586.602


 5796,	80076.223,45517.917,9375.272


 5797,	80076.223,46101.648,6914.195


 5798,	80076.223,44203.324,7927.507


 5799,	80076.223,44494.188,7905.123


 5800,	80076.223,43245.484,9558.166


 5801,	80076.223,45175.561,11248.550


 5802,	80076.223,48553.986,11275.098


 5803,	80076.223,50115.526,10787.229


 5804,	80076.223,47774.644,10182.489


 5805,	80076.223,48225.610,8753.328


 5806,	80076.223,47096.355,9841.607


 5807,	80076.223,44631.466,8846.956


 5808,	80076.223,45994.529,10002.132


 5809,	80076.223,43146.729,10424.604


 5810,	80076.223,45040.257,11263.523


 5811,	80076.223,46608.794,11947.411


 5812,	80076.223,48187.688,8193.100


 5813,	80076.223,46039.610,9561.710


 5814,	80076.223,48274.856,7577.299


 5815,	80076.223,46290.929,9711.784


 5816,	80076.223,44304.328,9152.986


 5817,	80076.223,42433.266,8115.537


 5818,	80076.223,42203.890,10044.433


 5819,	80076.223,44508.617,8912.238


 5820,	80076.223,43585.576,7723.595


 5821,	80076.223,43886.148,6983.475


 5822,	80076.223,43209.181,8078.227


 5823,	80076.223,43572.616,9669.131


 5824,	80076.223,42654.231,10459.043


 5825,	80076.223,44659.452,10096.469


 5826,	80076.223,45163.577,9275.698


 5827,	80076.223,43691.327,8824.339


 5828,	80076.223,46238.190,8583.617


 5829,	80076.223,45539.450,8770.543


 5830,	80076.223,43296.186,6664.365


 5831,	80076.223,42008.910,8706.865


 5832,	80076.223,41584.753,9653.212


 5833,	80076.223,45493.010,9876.892


 5834,	80076.223,43206.879,8342.299


 5835,	80076.223,46739.970,11355.663


 5836,	80076.223,47595.236,8396.169


 5837,	80076.223,46388.094,8223.152


 5838,	80076.223,45222.451,7966.634


 5839,	80076.223,44919.699,10125.210


 5840,	80076.223,46135.639,9875.146


 5841,	80076.223,45572.781,8584.318


 5842,	80076.223,46780.300,8603.236


 5843,	80076.223,44003.987,7698.712


 5844,	80076.223,39961.470,8804.888


 5845,	80076.223,41083.841,8377.585


 5846,	80076.223,45831.841,11448.831


 5847,	80076.223,45867.346,10530.887


 5848,	80076.223,46967.750,13848.792


 5849,	80076.223,45847.464,12347.035


 5850,	80076.223,47536.694,10592.353


 5851,	80076.223,45722.158,10059.029


 5852,	80076.223,44850.831,9017.856


 5853,	80076.223,45098.595,7046.210


 5854,	80076.223,42613.302,8367.232


 5855,	80076.223,40792.062,8566.527


 5856,	80076.223,41769.787,10598.291


 5857,	80076.223,44442.513,10039.500


 5858,	80076.223,44653.031,8722.765


 5859,	80076.223,44969.388,11503.063


 5860,	80076.223,46390.960,10877.952


 5861,	80076.223,48956.490,10240.305


 5862,	80076.223,48279.702,9490.789


 5863,	80076.223,47815.813,8636.763


 5864,	80076.223,47810.412,6717.304


 5865,	80076.223,45802.787,8160.755


 5866,	80076.223,45378.840,10493.340


 5867,	80076.223,43967.768,8173.499


 5868,	80076.223,44428.585,9161.889


 5869,	80076.223,43314.628,9290.775


 5870,	80076.223,43870.772,8908.521


 5871,	80076.223,45941.840,9084.227


 5872,	80076.223,45391.776,10756.548


 5873,	80076.223,44699.025,9523.263


 5874,	80076.223,44307.944,8835.345


 5875,	80076.223,44430.530,10178.840


 5876,	80076.223,44657.148,11141.965


 5877,	80076.223,46890.297,10382.052


 5878,	80076.223,46873.965,6909.267


 5879,	80076.223,46295.929,8212.876


 5880,	80076.223,45965.211,8773.537


 5881,	80076.223,46833.537,10907.486


 5882,	80076.223,44587.563,10673.136


 5883,	80076.223,45286.131,7994.395


 5884,	80076.223,46293.981,11146.882


 5885,	80076.223,47639.627,10402.023


 5886,	80076.223,46978.591,9637.099


 5887,	80076.223,47328.135,9787.786


 5888,	80076.223,48986.026,11688.284


 5889,	80076.223,50603.228,8345.479


 5890,	80076.223,47415.899,8040.397


 5891,	80076.223,45062.474,9925.480


 5892,	80076.223,42804.300,11195.243


 5893,	80076.223,42583.528,8561.622


 5894,	80076.223,42934.324,10714.863


 5895,	80076.223,45221.069,7627.346


 5896,	80076.223,44408.152,6503.003


 5897,	80076.223,42957.910,6179.824


 5898,	80076.223,43976.545,7028.573


 5899,	80076.223,44039.977,6151.045


 5900,	80076.223,42516.724,9158.752


 5901,	80076.223,42754.715,10732.758


 5902,	80076.223,43322.909,9353.671


 5903,	80076.223,42365.211,7865.038


 5904,	80076.223,40768.658,8335.027


 5905,	80076.223,40057.853,7978.668


 5906,	80076.223,40624.938,9025.510


 5907,	80076.223,40525.867,7126.091


 5908,	80076.223,41449.714,7626.677


 5909,	80076.223,41694.223,8841.588


 5910,	80076.223,42749.371,9671.909


 5911,	80076.223,45159.597,8682.972


 5912,	80076.223,44347.285,8984.528


 5913,	80076.223,43627.182,7374.966


 5914,	80076.223,43632.417,8113.346


 5915,	80076.223,45568.404,8777.767


 5916,	80076.223,45508.027,8924.005


 5917,	80076.223,44409.319,10736.822


 5918,	80076.223,43467.571,10070.799


 5919,	80076.223,41204.452,8521.484


 5920,	80076.223,42237.098,10115.708


 5921,	80076.223,40842.292,9888.213


 5922,	80076.223,40940.288,7923.018


 5923,	80076.223,41846.273,7425.061


 5924,	80076.223,42177.463,8852.936


 5925,	80076.223,44828.897,8728.385


 5926,	80076.223,42499.607,6988.721


 5927,	80076.223,41419.496,8978.072


 5928,	80076.223,42371.570,9912.594


 5929,	80076.223,40930.246,9457.031


 5930,	80076.223,41496.178,10041.095


 5931,	80076.223,41776.899,8653.779


 5932,	80076.223,42202.009,7904.163


 5933,	80076.223,42266.592,7937.478


 5934,	80076.223,41494.278,8567.763


 5935,	80076.223,42165.359,9507.512


 5936,	80076.223,40568.901,9308.185


 5937,	80076.223,40259.692,8538.189


 5938,	80076.223,43324.277,10553.584


 5939,	80076.223,42715.074,11415.309


 5940,	80076.223,44797.297,11512.466


 5941,	80076.223,46814.346,10666.892


 5942,	80076.223,44588.628,10656.930


 5943,	80076.223,42717.859,8917.599


 5944,	80076.223,45006.043,12025.879


 5945,	80076.223,42257.079,11360.609


 5946,	80076.223,42315.314,10089.767


 5947,	80076.223,40855.223,11049.060


 5948,	80076.223,44780.751,9781.977


 5949,	80076.223,47152.831,10530.911


 5950,	80076.223,47182.506,8342.982


 5951,	80076.223,46151.405,7493.165


 5952,	80076.223,44741.519,9000.335


 5953,	80076.223,46072.429,8957.698


 5954,	80076.223,47744.296,11075.825


 5955,	80076.223,47624.921,8399.312


 5956,	80076.223,45891.691,8505.990


 5957,	80076.223,44322.211,9253.327


 5958,	80076.223,45754.767,8563.951


 5959,	80076.223,44367.029,10149.315


 5960,	80076.223,43801.727,8318.167


 5961,	80076.223,43968.295,7877.043


 5962,	80076.223,44197.051,7969.995


 5963,	80076.223,41874.564,9063.751


 5964,	80076.223,39382.215,8967.296


 5965,	80076.223,43588.098,7828.664


 5966,	80076.223,44975.468,9729.767


 5967,	80076.223,42803.072,10384.252


 5968,	80076.223,42792.384,7627.186


 5969,	80076.223,42570.459,9623.269


 5970,	80076.223,43783.967,8860.074


 5971,	80076.223,44032.680,8534.380


 5972,	80076.223,43714.748,6982.374


 5973,	80076.223,42482.830,8383.374


 5974,	80076.223,45407.367,8504.579


 5975,	80076.223,46989.873,8158.229


 5976,	80076.223,45653.878,9417.713


 5977,	80076.223,45262.776,9747.470


 5978,	80076.223,43240.460,8514.810


 5979,	80076.223,41206.309,8932.769


 5980,	80076.223,40408.019,8208.534


 5981,	80076.223,41631.120,8607.926


 5982,	80076.223,43901.592,8102.455


 5983,	80076.223,41671.032,6601.701


 5984,	80076.223,42892.704,7682.392


 5985,	80076.223,42471.672,7582.823


 5986,	80076.223,42382.939,7008.130


 5987,	80076.223,43331.544,7438.892


 5988,	80076.223,41771.097,7271.899


 5989,	80076.223,43333.734,8491.774


 5990,	80076.223,44362.375,7947.747


 5991,	80076.223,41385.939,6533.563


 5992,	80076.223,42236.665,6996.234


 5993,	80076.223,42262.747,8173.102


 5994,	80076.223,44414.798,8893.145


 5995,	80076.223,41793.729,9599.638


 5996,	80076.223,42087.691,7930.120


 5997,	80076.223,40963.660,7899.686


 5998,	80076.223,40177.563,7311.235


 5999,	80076.223,39220.739,6991.635


 6000,	80076.223,38595.560,6781.142


 6001,	80076.223,38300.605,7743.668


 6002,	80076.223,41397.990,8292.001


 6003,	80076.223,40782.126,7694.389


 6004,	80076.223,40149.274,7728.911


 6005,	80076.223,40609.747,9335.093


 6006,	80076.223,40384.167,10097.083


 6007,	80076.223,39234.795,7441.549


 6008,	80076.223,41010.791,7859.412


 6009,	80076.223,41735.652,6811.572


 6010,	80076.223,41690.704,8622.384


 6011,	80076.223,38741.853,7954.106


 6012,	80076.223,39511.088,10252.722


 6013,	80076.223,41271.001,8379.611


 6014,	80076.223,41795.267,8686.425


 6015,	80076.223,40618.856,8771.756


 6016,	80076.223,41046.211,7332.274


 6017,	80076.223,38543.831,6848.526


 6018,	80076.223,39016.270,7089.023


 6019,	80076.223,39880.208,6910.245


 6020,	80076.223,41512.871,6695.938


 6021,	80076.223,41342.937,6592.896


 6022,	80076.223,41905.469,8142.560


 6023,	80076.223,43030.742,9054.338


 6024,	80076.223,42563.000,8099.082


 6025,	80076.223,42110.124,9981.977


 6026,	80076.223,42518.027,8105.686


 6027,	80076.223,40505.767,8065.482


 6028,	80076.223,44588.217,8469.803


 6029,	80076.223,45501.355,8438.323


 6030,	80076.223,47232.415,12189.235


 6031,	80076.223,50414.643,11154.191


 6032,	80076.223,49504.171,7731.989


 6033,	80076.223,47425.062,8272.459


 6034,	80076.223,47038.738,8236.667


 6035,	80076.223,47481.859,10225.676


 6036,	80076.223,48594.346,9090.118


 6037,	80076.223,48894.769,8965.900


 6038,	80076.223,47437.612,8453.567


 6039,	80076.223,49135.892,8678.649


 6040,	80076.223,45681.910,7279.101


 6041,	80076.223,47631.825,9347.181


 6042,	80076.223,44828.527,9149.319


 6043,	80076.223,47090.109,8806.420


 6044,	80076.223,47116.053,8679.313


 6045,	80076.223,46005.294,8906.878


 6046,	80076.223,44334.880,10495.313


 6047,	80076.223,45672.192,11776.696


 6048,	80076.223,48973.822,10428.796


 6049,	80076.223,45986.286,8658.801


 6050,	80076.223,46465.649,9502.681


 6051,	80076.223,44231.401,7630.413


 6052,	80076.223,42562.808,8396.203


 6053,	80076.223,42403.270,7683.096


 6054,	80076.223,43948.206,10747.771


 6055,	80076.223,43532.488,9899.933


 6056,	80076.223,41159.203,9629.203


 6057,	80076.223,44448.211,8574.869


 6058,	80076.223,43575.509,8660.701


 6059,	80076.223,42464.247,10814.928


 6060,	80076.223,38580.496,9916.564


 6061,	80076.223,38380.164,7352.268


 6062,	80076.223,40411.681,6679.755


 6063,	80076.223,43374.246,9150.968


 6064,	80076.223,42333.042,8083.489


 6065,	80076.223,43747.043,8959.945


 6066,	80076.223,43248.682,10390.190


 6067,	80076.223,42181.564,9579.244


 6068,	80076.223,42631.905,9708.953


 6069,	80076.223,44367.010,9975.103


 6070,	80076.223,44482.128,9962.530


 6071,	80076.223,44050.410,9618.020


 6072,	80076.223,45737.470,9606.515


 6073,	80076.223,45618.519,11011.197


 6074,	80076.223,44604.422,9470.785


 6075,	80076.223,44108.888,8121.158


 6076,	80076.223,44695.718,7733.009


 6077,	80076.223,43652.042,7728.500


 6078,	80076.223,45022.169,7834.285


 6079,	80076.223,44078.281,8304.060


 6080,	80076.223,43728.690,8373.244


 6081,	80076.223,43453.858,9459.800


 6082,	80076.223,43757.374,8062.218


 6083,	80076.223,42871.991,7894.075


 6084,	80076.223,43363.112,9782.473


 6085,	80076.223,45131.086,8739.826


 6086,	80076.223,45045.343,8007.816


 6087,	80076.223,43973.202,8510.968


 6088,	80076.223,45304.669,8296.759


 6089,	80076.223,45447.503,7851.937


 6090,	80076.223,44598.761,8476.191


 6091,	80076.223,44886.417,9785.166


 6092,	80076.223,45084.345,9215.933


 6093,	80076.223,44448.646,10437.391


 6094,	80076.223,45057.121,9732.681


 6095,	80076.223,44597.584,7415.224


 6096,	80076.223,43694.796,8961.634


 6097,	80076.223,43303.127,8897.821


 6098,	80076.223,43810.435,9978.904


 6099,	80076.223,43061.053,9622.415


 6100,	80076.223,44222.678,8682.130


 6101,	80076.223,43845.865,7978.443


 6102,	80076.223,44493.694,10723.544


 6103,	80076.223,44874.609,11151.038


 6104,	80076.223,46432.610,10077.862


 6105,	80076.223,47118.579,10919.416


 6106,	80076.223,47738.231,9447.619


 6107,	80076.223,46903.251,8795.150


 6108,	80076.223,45462.704,9015.545


 6109,	80076.223,45932.750,9563.381


 6110,	80076.223,45916.591,7379.084


